Male,Partner,Dependents,SeniorCitizen,DurationMonths,PhoneService,MultipleLines,NoInternet,DSLInternet,FiberOpticInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,Contract,Churn
0,0,0,1,42,1,1,0,0,1,0,0,0,0,1,0,84.65,Month-to-month,1
0,1,1,0,59,1,1,0,1,0,1,1,0,1,0,0,65.5,One year,0
1,1,1,0,11,1,0,0,0,1,0,0,0,0,1,0,79.5,Month-to-month,1
1,1,1,1,60,1,1,0,0,1,1,0,0,0,0,0,80.95,Month-to-month,0
0,0,0,0,27,1,0,0,1,0,0,1,0,1,0,0,56.15,Month-to-month,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,85.8,Month-to-month,1
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,79.1,Month-to-month,1
1,1,0,0,17,0,0,0,1,0,1,0,1,0,0,0,34.4,Month-to-month,0
1,1,0,0,58,1,0,1,0,0,0,0,0,0,0,0,20.75,Two year,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,18.8,One year,0
0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,44.3,Month-to-month,1
0,0,0,0,53,1,1,0,0,1,1,1,1,0,0,0,90.8,Month-to-month,0
1,0,0,0,35,1,1,1,0,0,0,0,0,0,0,0,25.6,Month-to-month,0
1,1,1,0,50,1,1,0,0,1,1,0,1,0,1,1,105.95,Month-to-month,1
1,1,1,0,68,1,1,0,1,0,0,1,0,1,0,1,70.8,Two year,0
1,1,0,0,47,1,1,1,0,0,0,0,0,0,0,0,25.4,Month-to-month,0
0,1,0,1,65,1,1,0,0,1,0,1,1,0,1,1,108.8,Month-to-month,0
1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,69.75,Month-to-month,1
1,1,0,0,51,1,1,0,0,1,0,0,0,0,1,1,94.65,Month-to-month,1
0,0,0,0,46,1,1,0,0,1,0,0,0,0,1,1,96.05,Month-to-month,1
0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,76.85,Month-to-month,0
0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,20.25,Two year,0
1,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,24.8,One year,0
0,0,0,0,45,1,1,0,0,1,1,1,1,1,1,1,115.65,Month-to-month,0
0,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,74.6,Month-to-month,0
1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,50.15,Month-to-month,1
1,1,1,0,66,1,0,0,0,1,1,1,1,0,1,1,103.15,One year,0
1,1,1,0,72,1,1,0,1,0,1,1,1,1,0,0,72.1,Two year,0
0,1,0,0,41,1,1,0,0,1,1,1,1,1,1,1,113.6,Month-to-month,1
0,1,1,0,23,1,1,1,0,0,0,0,0,0,0,0,25.1,Two year,0
0,0,0,0,29,1,0,0,0,1,0,0,0,0,1,0,78.9,Month-to-month,1
0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,0,80.15,Month-to-month,0
1,1,1,0,6,1,1,1,0,0,0,0,0,0,0,0,25.4,Two year,0
0,1,0,1,67,1,1,0,0,1,1,1,1,1,0,1,105.4,One year,0
1,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,45.75,Month-to-month,0
1,1,1,0,56,1,1,1,0,0,0,0,0,0,0,0,24.45,One year,0
0,1,0,0,72,1,1,1,0,0,0,0,0,0,0,0,25.0,Two year,0
1,1,0,0,72,1,1,0,1,0,1,1,1,0,1,1,85.25,Two year,0
1,1,1,0,23,1,0,1,0,0,0,0,0,0,0,0,19.6,Two year,0
0,0,1,0,35,1,1,0,1,0,0,0,0,0,0,0,50.15,Month-to-month,0
1,1,0,1,27,1,0,0,0,1,0,0,0,0,0,0,70.55,Month-to-month,0
0,1,1,0,26,1,1,0,1,0,0,1,0,1,0,0,60.05,Month-to-month,1
1,1,1,0,12,1,1,1,0,0,0,0,0,0,0,0,26.4,One year,0
0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,20.15,Two year,0
1,1,1,0,7,0,0,0,1,0,1,1,1,0,1,1,58.85,Month-to-month,0
1,1,1,0,70,1,1,0,0,1,1,1,0,0,1,0,97.55,Month-to-month,0
1,1,1,0,60,1,0,1,0,0,0,0,0,0,0,0,19.65,Two year,0
1,1,1,0,39,0,0,0,1,0,0,0,0,0,0,0,25.25,One year,0
1,1,0,0,72,1,1,0,0,1,1,1,1,1,1,1,114.45,Two year,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,34.7,Month-to-month,1
1,1,1,0,54,1,1,0,1,0,0,1,0,1,1,0,70.7,One year,0
1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,85.3,Month-to-month,1
0,1,1,0,63,1,0,0,1,0,1,1,1,1,1,0,75.55,Two year,0
1,1,1,0,71,1,1,0,0,1,0,1,0,1,0,0,84.8,Two year,0
0,0,0,0,42,1,0,1,0,0,0,0,0,0,0,0,20.65,One year,0
1,0,0,0,47,1,0,1,0,0,0,0,0,0,0,0,20.45,Two year,0
0,1,1,0,66,1,1,0,0,1,0,1,1,0,1,1,102.45,One year,1
0,1,0,0,21,1,1,0,0,1,1,0,1,0,1,1,104.4,Month-to-month,1
1,0,0,0,11,0,0,0,1,0,0,1,0,1,0,0,35.65,Month-to-month,0
1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,99.75,Month-to-month,1
0,1,0,1,55,1,1,0,0,1,0,1,1,1,0,0,90.45,Month-to-month,0
1,0,0,0,69,1,1,0,0,1,0,1,1,1,1,0,97.65,Two year,0
0,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,73.85,Month-to-month,0
1,0,0,0,4,1,0,0,1,0,0,0,1,1,1,1,74.4,Month-to-month,1
1,0,0,1,30,1,1,0,1,0,0,0,1,1,1,0,69.1,Two year,0
0,0,0,0,5,1,1,0,0,1,0,0,1,1,0,0,82.75,Month-to-month,0
0,1,0,0,71,1,1,1,0,0,0,0,0,0,0,0,24.4,Two year,0
0,0,0,0,29,1,1,0,1,0,0,1,0,0,0,0,55.25,One year,0
1,1,0,0,52,1,1,0,1,0,0,1,0,1,0,0,61.35,Month-to-month,0
1,0,0,0,68,1,1,0,1,0,1,1,1,0,0,1,76.75,One year,0
0,1,1,0,46,1,0,1,0,0,0,0,0,0,0,0,19.4,Two year,0
1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,1,54.75,Month-to-month,0
1,1,0,0,72,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,19.9,One year,0
1,0,0,0,3,1,0,0,0,1,0,1,1,1,1,1,107.95,Month-to-month,0
0,0,0,1,2,1,0,0,0,1,0,1,0,0,1,0,83.8,Month-to-month,0
0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,74.25,Month-to-month,1
0,0,0,0,51,0,0,0,1,0,0,1,1,0,1,1,56.4,One year,0
0,1,1,0,6,1,0,1,0,0,0,0,0,0,0,0,20.1,Two year,0
0,1,0,0,3,1,1,0,0,1,0,0,0,0,1,1,94.9,Month-to-month,0
0,0,0,1,17,1,1,0,0,1,0,0,0,0,1,1,94.2,Month-to-month,0
1,1,0,0,30,1,1,0,1,0,0,0,0,0,0,0,49.9,Month-to-month,0
1,0,0,0,31,1,1,0,1,0,0,1,0,1,1,0,71.05,Month-to-month,0
0,0,0,0,45,1,0,0,1,0,1,0,1,1,1,1,81.65,Two year,0
1,1,0,0,64,1,1,0,0,1,1,1,1,0,0,0,89.45,One year,0
1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,59.85,Month-to-month,1
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,69.6,Month-to-month,1
1,1,1,1,61,1,1,0,0,1,0,1,0,0,1,1,99.0,One year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.05,Month-to-month,0
1,0,0,0,9,0,0,0,1,0,0,0,0,0,1,1,45.4,Month-to-month,1
1,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,114.45,Two year,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.5,Month-to-month,1
0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,44.25,Month-to-month,0
0,1,0,0,66,1,1,0,0,1,0,1,1,1,0,0,90.55,One year,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,69.9,Month-to-month,1
1,1,1,0,40,1,0,1,0,0,0,0,0,0,0,0,20.4,Month-to-month,0
1,0,0,0,16,1,1,0,1,0,0,1,1,0,0,1,71.4,Month-to-month,0
0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,87.15,Month-to-month,1
1,1,0,0,67,1,1,1,0,0,0,0,0,0,0,0,24.85,Two year,0
0,1,0,0,41,1,0,0,0,1,1,1,1,0,1,1,104.45,One year,0
0,1,1,0,56,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
0,0,0,0,72,1,1,0,0,1,1,1,1,1,1,1,116.45,Two year,0
0,1,1,0,3,1,1,0,0,1,0,0,0,0,0,1,84.75,Month-to-month,1
0,1,0,0,54,1,0,1,0,0,0,0,0,0,0,0,20.05,Two year,0
1,0,0,1,52,1,1,0,0,1,0,1,1,1,1,1,110.75,Month-to-month,0
0,0,0,0,50,1,0,0,0,1,0,0,1,1,0,1,89.7,Two year,0
1,0,0,0,14,1,1,0,0,1,0,0,0,1,1,0,89.95,Month-to-month,1
1,1,0,0,27,1,0,0,1,0,1,0,0,0,0,0,48.7,One year,0
0,1,0,1,72,1,1,0,0,1,1,1,1,1,0,0,96.6,Two year,0
1,0,0,0,62,1,0,0,1,0,1,1,0,0,1,1,74.3,One year,0
0,0,0,0,12,1,0,0,1,0,0,1,0,1,0,0,54.3,Month-to-month,0
0,0,0,1,44,1,0,0,1,0,0,0,1,1,1,1,74.85,One year,0
1,1,1,0,54,1,0,0,0,1,0,1,0,1,0,0,79.95,Two year,0
0,0,0,0,68,1,0,1,0,0,0,0,0,0,0,0,20.05,Two year,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,19.4,Month-to-month,0
1,1,1,0,50,1,1,0,1,0,0,0,1,0,0,0,54.9,One year,0
1,0,0,0,58,1,1,1,0,0,0,0,0,0,0,0,24.45,Two year,0
1,1,1,0,35,1,1,0,0,1,0,1,0,0,1,0,89.65,Month-to-month,0
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,45.4,Month-to-month,0
1,1,1,0,63,1,1,0,1,0,1,0,1,1,0,1,75.7,Two year,0
0,1,0,0,58,1,1,0,0,1,1,1,1,0,1,1,110.65,One year,0
0,1,1,0,27,1,0,1,0,0,0,0,0,0,0,0,20.55,One year,0
0,1,0,0,71,1,1,0,0,1,1,1,1,1,1,1,115.15,Two year,0
0,0,0,0,63,1,0,0,1,0,0,0,1,0,0,1,58.55,One year,0
1,1,0,0,71,1,1,0,0,1,0,1,1,0,0,1,93.25,Month-to-month,0
0,0,0,1,41,1,1,0,0,1,1,1,1,0,1,1,113.2,Month-to-month,1
1,0,0,1,13,1,0,0,0,1,0,0,0,0,1,1,90.5,Month-to-month,1
1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,79.0,Month-to-month,1
0,1,1,0,68,1,0,1,0,0,0,0,0,0,0,0,19.35,Two year,0
1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,48.75,Month-to-month,0
1,0,0,1,65,1,1,0,0,1,1,0,1,1,1,1,109.05,Two year,0
1,1,0,1,72,1,1,1,0,0,0,0,0,0,0,0,25.0,Two year,0
0,0,0,0,28,1,1,0,1,0,0,0,0,1,0,0,54.9,Month-to-month,0
1,1,1,0,72,1,1,1,0,0,0,0,0,0,0,0,24.75,Two year,0
0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,91.15,Month-to-month,0
0,0,1,0,18,1,0,1,0,0,0,0,0,0,0,0,20.15,One year,1
1,1,0,1,60,1,1,0,0,1,0,1,1,0,1,1,104.35,One year,0
0,0,0,1,26,1,1,0,1,0,0,0,0,1,0,1,66.05,Month-to-month,0
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,71.65,Month-to-month,1
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,20.35,Month-to-month,1
1,1,1,0,68,1,1,0,1,0,1,1,1,1,1,1,92.2,Two year,0
0,0,0,0,38,1,0,0,0,1,0,1,1,1,0,0,84.25,Month-to-month,1
0,1,0,1,42,1,1,0,0,1,1,0,1,0,1,1,105.2,One year,0
0,1,0,0,57,1,0,1,0,0,0,0,0,0,0,0,19.6,Two year,0
1,1,0,0,54,0,0,0,1,0,0,1,0,0,0,0,30.4,Month-to-month,0
0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,1,78.1,Month-to-month,1
0,1,0,0,44,1,0,0,1,0,1,1,1,0,0,0,61.5,One year,0
1,1,1,0,42,1,1,0,1,0,1,1,0,0,1,0,69.4,Month-to-month,0
1,1,1,0,72,1,1,1,0,0,0,0,0,0,0,0,24.75,Two year,0
0,1,1,0,71,1,1,0,1,0,1,1,1,1,1,1,91.05,Two year,0
0,1,0,0,19,1,1,0,0,1,0,0,1,0,0,1,89.65,Month-to-month,1
0,1,0,0,23,1,1,0,1,0,0,0,0,1,1,1,73.65,Month-to-month,0
0,0,0,0,30,1,0,1,0,0,0,0,0,0,0,0,19.4,Two year,0
1,0,0,0,35,1,1,1,0,0,0,0,0,0,0,0,26.2,One year,0
0,0,0,0,10,1,1,0,0,1,1,0,0,0,1,1,98.7,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,43.85,Month-to-month,0
1,0,0,0,22,1,0,0,0,1,0,0,0,0,0,0,69.7,Month-to-month,0
1,1,1,0,7,0,0,0,1,0,1,1,1,0,0,0,38.55,Two year,0
0,0,0,0,36,0,0,0,1,0,1,1,1,1,0,1,53.1,Two year,0
0,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,20.65,Month-to-month,0
1,1,1,0,72,1,1,0,1,0,1,1,1,0,0,0,64.45,Two year,0
1,1,1,0,36,1,1,1,0,0,0,0,0,0,0,0,25.1,Two year,0
0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,76.35,Month-to-month,1
0,0,0,0,23,1,1,0,0,1,0,1,0,0,0,0,79.15,Month-to-month,1
1,1,0,1,32,1,1,0,0,1,0,0,0,0,0,1,85.0,Month-to-month,1
0,1,1,0,71,1,1,0,0,1,1,1,1,1,0,0,95.15,One year,0
0,0,0,1,23,1,1,0,0,1,0,0,1,0,0,0,79.35,Month-to-month,0
1,1,0,0,17,1,0,0,0,1,0,0,1,0,1,1,96.65,One year,0
1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,75.5,Month-to-month,0
1,1,1,0,12,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,1,0,0,72,1,0,1,0,0,0,0,0,0,0,0,20.5,Two year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.2,Month-to-month,0
1,1,0,1,72,1,1,0,0,1,0,1,0,0,1,1,98.35,Two year,0
1,1,1,0,60,1,1,0,0,1,0,0,0,0,0,0,74.35,Month-to-month,0
0,1,1,0,61,0,0,0,1,0,0,1,1,1,1,0,51.35,Two year,0
0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,45.65,Month-to-month,0
1,1,0,1,32,1,1,0,0,1,0,0,0,0,0,1,85.3,Month-to-month,1
0,0,1,0,31,1,1,0,0,1,0,0,0,0,1,0,86.55,Month-to-month,1
1,0,0,0,19,1,0,0,0,1,0,1,0,0,0,0,73.85,Month-to-month,1
1,1,1,0,72,1,0,1,0,0,0,0,0,0,0,0,20.3,Two year,0
0,0,0,0,32,1,1,0,1,0,0,1,0,0,0,0,54.2,Month-to-month,0
1,1,0,0,65,1,1,0,0,1,0,1,0,0,0,1,90.65,Month-to-month,0
0,1,1,0,45,0,0,0,1,0,1,0,0,0,1,1,50.9,Month-to-month,0
1,0,0,0,42,1,1,1,0,0,0,0,0,0,0,0,25.05,One year,0
1,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,74.85,Month-to-month,0
1,0,1,0,32,1,0,1,0,0,0,0,0,0,0,0,20.5,Two year,0
0,1,0,1,22,1,1,0,1,0,1,1,0,1,0,0,63.55,Month-to-month,0
1,1,0,1,57,0,0,0,1,0,0,0,0,0,1,1,44.85,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,47.95,Month-to-month,0
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,45.1,Month-to-month,1
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.0,Month-to-month,0
1,0,0,0,24,1,0,0,0,1,0,0,0,1,1,1,96.0,Month-to-month,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,1
1,0,0,1,54,1,1,0,0,1,0,1,0,0,0,1,90.05,Month-to-month,0
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,25.3,Two year,0
1,1,1,0,65,1,1,0,0,1,1,0,1,1,1,1,108.65,Two year,1
0,1,0,0,56,1,1,1,0,0,0,0,0,0,0,0,24.3,One year,0
1,0,0,0,45,1,0,0,1,0,1,0,1,0,1,1,75.95,Month-to-month,0
0,1,1,0,71,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
1,1,0,0,59,1,0,0,1,0,1,1,1,0,1,0,66.4,One year,0
1,0,0,0,69,0,0,0,1,0,0,1,1,0,0,0,35.75,One year,0
1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,18.8,One year,0
0,1,1,0,55,1,0,1,0,0,0,0,0,0,0,0,19.4,Two year,0
0,0,0,0,38,1,0,1,0,0,0,0,0,0,0,0,19.3,One year,0
1,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,45.55,Month-to-month,1
0,1,0,1,47,1,1,0,1,0,1,1,1,0,0,0,67.45,Month-to-month,0
0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,35.1,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,46.2,Month-to-month,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.15,Month-to-month,1
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,43.3,Month-to-month,1
1,1,1,0,46,1,0,1,0,0,0,0,0,0,0,0,20.1,Two year,0
0,0,0,1,38,1,0,0,1,0,1,1,0,0,0,0,57.15,Month-to-month,1
0,1,0,0,65,1,0,0,1,0,1,0,1,1,0,0,58.9,Two year,0
0,1,0,0,19,1,0,0,0,1,1,0,0,0,0,0,73.2,Month-to-month,1
1,0,0,0,52,1,0,0,0,1,0,1,0,0,0,1,85.35,Month-to-month,1
1,1,1,0,71,1,0,1,0,0,0,0,0,0,0,0,19.45,Two year,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.95,Month-to-month,1
0,0,0,1,52,0,0,0,1,0,0,1,1,1,1,0,50.5,Month-to-month,0
1,1,0,0,6,1,1,1,0,0,0,0,0,0,0,0,25.1,One year,0
0,1,0,1,26,1,0,0,1,0,0,0,1,0,0,1,60.7,One year,0
1,0,0,1,48,1,1,0,0,1,0,1,0,0,1,1,99.0,One year,0
0,1,1,0,64,1,1,0,0,1,1,0,0,1,1,1,104.4,One year,0
0,0,0,0,3,1,0,0,0,1,0,1,0,0,1,0,83.75,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44.05,Month-to-month,0
1,1,1,0,72,1,1,1,0,0,0,0,0,0,0,0,24.1,Two year,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.55,Month-to-month,0
0,1,1,0,51,1,1,0,0,1,1,1,0,0,0,1,93.8,Month-to-month,0
0,1,1,0,41,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,1,1,0,72,1,0,0,1,0,1,1,1,0,1,0,70.65,Two year,0
0,1,0,0,43,1,1,0,1,0,1,1,0,1,1,1,86.45,Two year,0
1,1,0,0,72,1,1,0,0,1,1,1,1,1,1,1,114.1,Two year,0
1,1,0,0,47,1,1,0,0,1,0,0,0,0,1,1,95.2,One year,0
1,0,0,0,72,1,1,0,1,0,1,1,1,1,1,1,88.55,Two year,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.75,Month-to-month,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70.05,Month-to-month,1
1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,86.0,Month-to-month,1
1,0,0,0,26,0,0,0,1,0,1,1,0,0,0,1,44.65,Month-to-month,0
1,1,1,0,29,1,0,0,1,0,1,0,0,0,0,1,60.2,Month-to-month,0
0,1,0,1,35,1,1,0,0,1,1,1,0,1,1,0,100.5,Month-to-month,1
1,0,0,0,27,1,0,0,1,0,1,1,0,0,0,0,55.45,One year,0
1,1,1,0,24,1,0,0,1,0,1,1,0,1,0,1,70.3,Month-to-month,0
1,1,1,0,67,1,0,0,1,0,1,0,1,1,0,0,60.4,Two year,0
0,0,0,0,16,1,1,0,0,1,0,0,0,0,0,0,72.65,Month-to-month,1
0,0,0,0,23,1,0,0,1,0,0,1,1,0,0,0,55.8,One year,0
1,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,31.1,Month-to-month,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,21.0,Month-to-month,1
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,45.1,Month-to-month,1
1,0,0,1,4,0,0,0,1,0,0,1,0,0,1,1,50.95,Month-to-month,0
1,0,1,0,16,1,1,0,1,0,1,1,0,0,0,1,69.1,Month-to-month,0
0,1,0,0,46,0,0,0,1,0,0,0,0,0,1,1,43.95,Month-to-month,0
1,0,1,0,68,1,1,0,1,0,1,1,0,1,1,1,86.5,Two year,0
1,0,0,0,38,1,1,0,1,0,1,1,1,1,0,0,69.95,Month-to-month,0
1,1,0,1,30,1,0,0,1,0,0,1,0,0,0,0,50.4,Month-to-month,1
0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,78.95,Month-to-month,1
1,0,0,0,17,1,0,0,0,1,0,1,1,0,0,1,90.95,Month-to-month,0
1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,19.9,Two year,0
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,20.15,One year,0
1,1,1,0,72,1,1,0,1,0,1,1,1,1,1,1,90.6,Two year,0
1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,1,92.0,Month-to-month,0
1,0,0,0,56,1,1,0,0,1,0,1,0,1,0,1,94.45,Month-to-month,1
0,0,0,0,41,1,1,1,0,0,0,0,0,0,0,0,24.85,One year,0
1,0,0,0,40,0,0,0,1,0,0,1,0,1,0,0,36.0,One year,0
0,0,0,0,7,1,0,0,1,0,1,1,0,1,1,1,78.5,Month-to-month,0
1,0,0,0,69,1,0,1,0,0,0,0,0,0,0,0,19.95,Two year,0
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,0,20.65,One year,0
0,1,1,0,5,0,0,0,1,0,0,1,0,0,0,0,30.5,Month-to-month,0
0,1,1,0,72,1,1,0,0,1,1,1,1,1,1,0,106.1,Two year,0
1,1,1,0,44,1,0,1,0,0,0,0,0,0,0,0,20.5,One year,0
0,0,0,0,65,1,1,0,0,1,0,1,1,0,1,0,95.5,One year,0
0,0,0,0,3,1,1,0,1,0,0,0,0,1,1,0,64.6,Month-to-month,0
1,0,0,0,24,1,0,0,1,0,0,0,0,1,0,0,51.1,Month-to-month,0
0,0,0,0,44,1,1,0,0,1,0,1,1,0,0,0,84.8,Month-to-month,1
0,1,0,1,72,1,1,0,1,0,1,1,1,1,1,1,89.1,Two year,0
1,0,0,0,24,1,0,0,1,0,1,0,0,1,0,0,54.95,Month-to-month,0
1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,50.9,Month-to-month,1
1,1,0,0,22,1,0,1,0,0,0,0,0,0,0,0,20.45,Month-to-month,0
1,1,1,0,70,1,1,0,1,0,0,1,1,1,1,1,85.95,Two year,0
1,1,1,0,25,1,1,0,1,0,0,0,0,0,1,0,60.35,Month-to-month,0
1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
0,1,1,1,22,1,1,0,0,1,0,0,0,0,1,0,85.35,Month-to-month,0
0,1,1,0,59,1,1,0,1,0,0,0,1,1,1,0,72.1,Two year,0
1,1,1,0,49,1,1,0,0,1,0,0,1,0,1,1,99.8,Month-to-month,1
1,1,1,0,47,1,1,0,0,1,0,0,1,1,1,1,107.35,Month-to-month,1
0,1,1,0,31,1,0,1,0,0,0,0,0,0,0,0,19.55,Month-to-month,1
1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,81.05,Month-to-month,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.5,Month-to-month,0
0,1,0,0,53,1,1,0,0,1,0,1,1,1,1,1,111.8,One year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.2,Month-to-month,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,19.7,One year,0
0,0,0,0,3,1,0,0,0,1,1,1,0,0,0,0,79.1,Month-to-month,1
0,0,0,0,51,1,0,1,0,0,0,0,0,0,0,0,19.85,One year,0
0,1,0,0,51,1,0,0,1,0,1,1,0,1,0,0,60.5,One year,0
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,19.55,Two year,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.9,Month-to-month,0
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,21.05,Month-to-month,0
1,0,0,0,63,1,1,0,1,0,1,1,1,1,0,0,71.5,One year,0
1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,54.65,Month-to-month,0
1,0,0,0,46,1,0,1,0,0,0,0,0,0,0,0,19.2,Two year,0
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,49.8,Month-to-month,0
1,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,25.5,Month-to-month,1
0,1,1,0,71,1,0,1,0,0,0,0,0,0,0,0,20.5,Two year,0
1,1,1,0,55,1,1,0,0,1,0,0,1,0,1,0,90.4,Month-to-month,0
0,0,0,0,70,1,1,0,0,1,0,1,1,1,0,0,90.25,One year,0
0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,80.75,Month-to-month,1
1,1,1,0,67,1,1,0,0,1,1,0,0,1,1,1,104.6,Two year,0
1,1,0,0,65,1,1,0,0,1,0,1,0,0,1,0,91.85,Month-to-month,1
1,1,0,0,14,1,0,0,1,0,0,0,1,0,0,0,50.2,Month-to-month,0
0,1,1,0,20,1,1,0,0,1,0,0,1,1,0,1,95.5,Month-to-month,0
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,75.35,Month-to-month,1
1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,75.45,Month-to-month,1
0,1,1,0,49,1,1,0,0,1,0,0,0,0,1,1,95.4,Month-to-month,0
0,0,0,0,72,1,1,0,0,1,1,1,1,0,1,0,101.3,Two year,0
0,1,0,0,46,1,1,0,1,0,1,0,0,0,0,0,53.1,Month-to-month,0
1,0,0,0,24,1,1,0,0,1,0,1,1,0,0,0,84.85,Month-to-month,0
0,1,1,0,5,0,0,0,1,0,0,1,0,1,0,0,34.25,Month-to-month,0
0,1,1,0,33,1,1,0,0,1,0,1,1,1,0,0,88.6,Month-to-month,0
0,0,0,0,42,1,1,0,1,0,1,1,0,0,0,0,60.15,One year,0
1,0,0,0,23,1,0,0,0,1,1,0,1,0,1,1,99.95,One year,0
1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,70.7,Month-to-month,0
